"id","source","source_label","target","target_label","type"
"2839","262","Mac Sweeney, Naoise","3816","Identity","interest"
"2840","262","Mac Sweeney, Naoise","3817","Identity, Asia Minor, Archaic ","interest"
"2841","262","Mac Sweeney, Naoise","3949","Myth, Asia Minor, Classical ","interest"
"2842","262","Mac Sweeney, Naoise","3948","Myth, Asia Minor, Archaic ","interest"
"2843","262","Mac Sweeney, Naoise","3816","Identity","interest"
"2844","262","Mac Sweeney, Naoise","3947","Myth","interest"
"2845","263","MacDougall, Ellen","3956","Numismatics","interest"
"2846","263","MacDougall, Ellen","3958","Numismatics, Roman","interest"
"2847","263","MacDougall, Ellen","3816","Identity","interest"
"2848","263","MacDougall, Ellen","3821","Identity, Ethnic","interest"
"2849","264","Mackil, Emily","3753","History, Greek","interest"
"2851","264","Mackil, Emily","3681","Epigraphy, Greek","interest"
"2852","264","Mackil, Emily","3866","Law","interest"
"2853","264","Mackil, Emily","3656","Economics","interest"
"2854","264","Mackil, Emily","3999","Politics","interest"
"2855","265","Mackin, Ellie","4016","Religion","interest"
"2856","265","Mackin, Ellie","4018","Religion, Greek","interest"
"2857","265","Mackin, Ellie","4016","Religion","interest"
"2858","265","Mackin, Ellie","4023","Religion, Public","interest"
"2859","265","Mackin, Ellie","4016","Religion","interest"
"2860","265","Mackin, Ellie","4021","Religion, Personal","interest"
"2861","265","Mackin, Ellie","3669","Embeddedness","interest"
"2862","265","Mackin, Ellie","3922","Materialism","interest"
"2863","265","Mackin, Ellie","4016","Religion","interest"
"2864","265","Mackin, Ellie","4017","Religion, Gods, Underworld","interest"
"2865","266","Marchand, Fabienne","3679","Epigraphy","interest"
"2866","266","Marchand, Fabienne","3681","Epigraphy, Greek","interest"
"2867","266","Marchand, Fabienne","3730","History","interest"
"2868","267","Markauskas, Melissa","3871","Law, Roman, Late","interest"
"2869","267","Markauskas, Melissa","3577","Authority, Episcopal","interest"
"2870","267","Markauskas, Melissa","3643","Digital Humanities","interest"
"2871","268","Martin Hogan, Karina","3720","Hebrew Bible And Its Interpreters","interest"
"2872","268","Martin Hogan, Karina","3911","Literature, Wisdom","interest"
"2873","268","Martin Hogan, Karina","3877","Literature, Apocalyptic","interest"
"2874","268","Martin Hogan, Karina","3658","Education","interest"
"2875","268","Martin Hogan, Karina","3659","Education, Jewish ","interest"
"2876","269","Martinez Morales, Jennifer","3799","History, Social","interest"
"2877","269","Martinez Morales, Jennifer","3803","History, Social, Greek ","interest"
"2878","269","Martinez Morales, Jennifer","3738","History, Cultural","interest"
"2879","269","Martinez Morales, Jennifer","3738","History, Cultural","interest"
"2880","269","Martinez Morales, Jennifer","3740","History, Cultural, Greek","interest"
"2881","269","Martinez Morales, Jennifer","4112","Warfare","interest"
"2882","269","Martinez Morales, Jennifer","4113","Warfare, Greek","interest"
"2883","269","Martinez Morales, Jennifer","4107","Violence","interest"
"2884","269","Martinez Morales, Jennifer","3702","Gender","interest"
"2885","269","Martinez Morales, Jennifer","3772","History, Military","interest"
"2886","270","Marx-Wolf, Heidi","3983","Philosophy","interest"
"2887","270","Marx-Wolf, Heidi","3984","Philosophy, Roman, Late","interest"
"2888","270","Marx-Wolf, Heidi","3926","Medicine","interest"
"2889","270","Marx-Wolf, Heidi","4030","Remedhe Co-Founder","interest"
"2890","271","Mazza, Roberta","3661","Egypt","interest"
"2891","271","Mazza, Roberta","3664","Egypt, Late Antique","interest"
"2892","271","Mazza, Roberta","3969","Papyrology","interest"
"2893","271","Mazza, Roberta","3597","Christianity","interest"
"2894","271","Mazza, Roberta","3599","Christianity, Early","interest"
"2895","271","Mazza, Roberta","3743","History, Economic","interest"
"2896","271","Mazza, Roberta","3743","History, Economic","interest"
"2897","271","Mazza, Roberta","3745","History, Economic, Late Antique","interest"
"2898","271","Mazza, Roberta","3799","History, Social","interest"
"2899","271","Mazza, Roberta","3804","History, Social, Late Antique","interest"
"2900","272","McIntyre, Gwynaeth","4016","Religion","interest"
"2901","272","McIntyre, Gwynaeth","4024","Religion, Roman","interest"
"2902","272","McIntyre, Gwynaeth","3776","History, Political","interest"
"2903","272","McIntyre, Gwynaeth","3776","History, Political","interest"
"2904","272","McIntyre, Gwynaeth","3782","History, Political, Roman","interest"
"2905","272","McIntyre, Gwynaeth","3828","Imperialism","interest"
"2906","272","McIntyre, Gwynaeth","3829","Imperialism, Roman","interest"
"2907","272","McIntyre, Gwynaeth","3690","Family","interest"
"2908","272","McIntyre, Gwynaeth","3691","Family, Empire, Roman","interest"
"2909","272","McIntyre, Gwynaeth","3679","Epigraphy","interest"
"2910","272","McIntyre, Gwynaeth","3956","Numismatics","interest"
"2911","273","McLaughlin, Tiggy","3658","Education","interest"
"2912","273","McLaughlin, Tiggy","3660","Education, Mediterranean, Late Antique","interest"
"2913","273","McLaughlin, Tiggy","3597","Christianity","interest"
"2914","273","McLaughlin, Tiggy","4005","Preaching","interest"
"2915","273","McLaughlin, Tiggy","3974","Pedagogy","interest"
"2916","274","McMaster, Aven","3904","Literature, Poetry, Roman","interest"
"2917","274","McMaster, Aven","3799","History, Social","interest"
"2918","274","McMaster, Aven","3807","History, Social, Roman","interest"
"2919","274","McMaster, Aven","3704","Gift Exchange","interest"
"2920","274","McMaster, Aven","3540","Amicitia","interest"
"2921","274","McMaster, Aven","4052","Sexuality","interest"
"2922","274","McMaster, Aven","3702","Gender","interest"
"2923","275","McWilliam, Janette","3918","Material Culture","interest"
"2924","275","McWilliam, Janette","3596","Children, Roman","interest"
"2925","276","Meinking, Kristina","3757","History, Intellectual","interest"
"2926","276","Meinking, Kristina","3757","History, Intellectual","interest"
"2927","276","Meinking, Kristina","3759","History, Intellectual, Late Antique","interest"
"2928","276","Meinking, Kristina","3535","Africa, North","interest"
"2929","276","Meinking, Kristina","3536","Africa, North, Pre-Augustine","interest"
"2930","277","Meyer, Elizabeth","3869","Law, Roman","interest"
"2931","277","Meyer, Elizabeth","3679","Epigraphy","interest"
"2932","277","Meyer, Elizabeth","3681","Epigraphy, Greek","interest"
"2933","277","Meyer, Elizabeth","3679","Epigraphy","interest"
"2934","277","Meyer, Elizabeth","3683","Epigraphy, Latin","interest"
"2935","278","Michell, Lynette","3753","History, Greek","interest"
"2936","278","Michell, Lynette","4000","Politics, City-State","interest"
"2937","279","Mignone, Lisa","3788","History, Roman","interest"
"2938","279","Mignone, Lisa","3795","History, Roman, Republican","interest"
"2939","279","Mignone, Lisa","3725","Historiography","interest"
"2940","279","Mignone, Lisa","4094","Topography","interest"
"2941","279","Mignone, Lisa","4095","Topography, Roman","interest"
"2942","279","Mignone, Lisa","4063","Space","interest"
"2943","280","Milne, Kathryn","3772","History, Military","interest"
"2944","280","Milne, Kathryn","3774","History, Military, Roman","interest"
"2945","280","Milne, Kathryn","3772","History, Military","interest"
"2946","280","Milne, Kathryn","3757","History, Intellectual","interest"
"2947","280","Milne, Kathryn","3757","History, Intellectual","interest"
"2948","280","Milne, Kathryn","3760","History, Intellectual, Roman","interest"
"2949","281","Milnor, Kristina","3799","History, Social","interest"
"2950","281","Milnor, Kristina","3807","History, Social, Roman","interest"
"2951","282","Mitchell, Margaret","3878","Literature, Christian","interest"
"2952","282","Mitchell, Margaret","3880","Literature, Christian, Early","interest"
"2953","282","Mitchell, Margaret","3953","New Testament","interest"
"2954","283","Monaco Caterine, Mallory","3725","Historiography","interest"
"2955","283","Monaco Caterine, Mallory","3726","Historiography, Greek","interest"
"2956","283","Monaco Caterine, Mallory","3738","History, Cultural","interest"
"2957","283","Monaco Caterine, Mallory","3738","History, Cultural","interest"
"2958","283","Monaco Caterine, Mallory","3740","History, Cultural, Greek","interest"
"2959","283","Monaco Caterine, Mallory","3713","Greece, Hellenistic","interest"
"2960","283","Monaco Caterine, Mallory","3712","Greece, Empire, Roman","interest"
"2961","283","Monaco Caterine, Mallory","3990","Plutarch","interest"
"2962","284","Moore, Rosemary","3772","History, Military","interest"
"2963","284","Moore, Rosemary","3773","History, Military, Greek","interest"
"2964","284","Moore, Rosemary","3772","History, Military","interest"
"2965","284","Moore, Rosemary","3774","History, Military, Roman","interest"
"2966","284","Moore, Rosemary","3772","History, Military","interest"
"2967","284","Moore, Rosemary","3696","Food","interest"
"2968","284","Moore, Rosemary","3698","Food In Military Culture","interest"
"2969","285","Morgan, Teresa","3597","Christianity","interest"
"2970","285","Morgan, Teresa","3599","Christianity, Early","interest"
"2971","285","Morgan, Teresa","3658","Education","interest"
"2972","285","Morgan, Teresa","3581","Belief Structures","interest"
"2973","286","Morris, Christine","3547","Archaeology","interest"
"2974","286","Morris, Christine","3548","Archaeology, Aegean Bronze Age","interest"
"2975","287","Muehlberger, Ellen","3764","History, Late Antique","interest"
"2976","287","Muehlberger, Ellen","3597","Christianity","interest"
"2977","287","Muehlberger, Ellen","3599","Christianity, Early","interest"
"2978","287","Muehlberger, Ellen","4078","Syriac","interest"
"2979","287","Muehlberger, Ellen","4079","Syriac Studies","interest"
"2980","287","Muehlberger, Ellen","3628","Coptic Studies","interest"
"2981","288","Mulder, Tara","3799","History, Social","interest"
"2982","288","Mulder, Tara","3807","History, Social, Roman","interest"
"2983","288","Mulder, Tara","3738","History, Cultural","interest"
"2984","288","Mulder, Tara","3738","History, Cultural","interest"
"2985","288","Mulder, Tara","3741","History, Cultural, Roman","interest"
"2986","288","Mulder, Tara","3770","History, Medicine","interest"
"2987","288","Mulder, Tara","3679","Epigraphy","interest"
"2988","288","Mulder, Tara","3681","Epigraphy, Greek","interest"
"2990","290","Nasrallah, Laura","3597","Christianity","interest"
"2991","290","Nasrallah, Laura","3597","Christianity","interest"
"2992","290","Nasrallah, Laura","3599","Christianity, Early","interest"
"2993","290","Nasrallah, Laura","3601","Christianity, Early, Sociopolitical Context","interest"
"2994","290","Nasrallah, Laura","3547","Archaeology","interest"
"2995","290","Nasrallah, Laura","3558","Archaeology, Roman","interest"
"2996","291","Neel, Jaclyn","3796","History, Rome, Republic","interest"
"2997","291","Neel, Jaclyn","3789","History, Roman, Early","interest"
"2998","291","Neel, Jaclyn","4016","Religion","interest"
"2999","292","Neis, Rachel","3865","Late Antiquity","interest"
"3000","292","Neis, Rachel","3762","History, Jewish","interest"
"3001","292","Neis, Rachel","3866","Law","interest"
"3002","292","Neis, Rachel","4011","Rabbinics","interest"
"3004","294","Nguyen Sutherland, Kelly","3799","History, Social","interest"
"3005","294","Nguyen Sutherland, Kelly","3807","History, Social, Roman","interest"
"3006","294","Nguyen Sutherland, Kelly","3547","Archaeology","interest"
"3007","294","Nguyen Sutherland, Kelly","3559","Archaeology, Roman, Provincial","interest"
"3008","294","Nguyen Sutherland, Kelly","3679","Epigraphy","interest"
"3009","294","Nguyen Sutherland, Kelly","3681","Epigraphy, Greek","interest"
"3010","294","Nguyen Sutherland, Kelly","3679","Epigraphy","interest"
"3011","294","Nguyen Sutherland, Kelly","3683","Epigraphy, Latin","interest"
"3012","295","Nobbs, Alanna","3597","Christianity","interest"
"3013","295","Nobbs, Alanna","3599","Christianity, Early","interest"
"3014","295","Nobbs, Alanna","3661","Egypt","interest"
"3015","295","Nobbs, Alanna","3662","Egypt, Christianization","interest"
"3016","295","Nobbs, Alanna","3733","History, Byzantine","interest"
"3017","297","Östenberg, Ida","3637","Culture, Political, Roman","interest"
"3018","297","Östenberg, Ida","4070","Spectacle","interest"
"3019","297","Östenberg, Ida","3978","Performance","interest"
"3020","297","Östenberg, Ida","4112","Warfare","interest"
"3021","297","Östenberg, Ida","3932","Memory","interest"
"3022","297","Östenberg, Ida","3638","Defeat","interest"
"3023","297","Östenberg, Ida","3946","Mourning","interest"
"3025","299","Patterson, Cynthia","3867","Law, Greek","interest"
"3026","299","Patterson, Cynthia","4016","Religion","interest"
"3027","299","Patterson, Cynthia","3799","History, Social","interest"
"3029","301","Pitts, Angela","3902","Literature, Poetry, Lyric","interest"
"3030","301","Pitts, Angela","3889","Literature, Latin","interest"
"3031","301","Pitts, Angela","3885","Literature, Greek","interest"
"3032","301","Pitts, Angela","3938","Mindfulness","interest"
"3033","302","Platte, Elizabeth","3628","Coptic Studies","interest"
"3034","302","Platte, Elizabeth","3643","Digital Humanities","interest"
"3035","302","Platte, Elizabeth","3974","Pedagogy","interest"
"3036","302","Platte, Elizabeth","3931","Melania(S)","interest"
"3037","302","Platte, Elizabeth","3730","History","interest"
"3038","302","Platte, Elizabeth","4114","Women","interest"
"3039","302","Platte, Elizabeth","3702","Gender","interest"
"3040","302","Platte, Elizabeth","3656","Economics","interest"
"3041","302","Platte, Elizabeth","3865","Late Antiquity","interest"
"3042","302","Platte, Elizabeth","3788","History, Roman","interest"
"3043","303","Polinskaya, Irene","3679","Epigraphy","interest"
"3044","303","Polinskaya, Irene","3681","Epigraphy, Greek","interest"
"3045","303","Polinskaya, Irene","3584","Black Sea","interest"
"3046","303","Polinskaya, Irene","3538","Aigina","interest"
"3047","303","Polinskaya, Irene","4016","Religion","interest"
"3048","303","Polinskaya, Irene","4018","Religion, Greek","interest"
"3049","304","Pudsey, April","3641","Demography","interest"
"3050","304","Pudsey, April","3656","Economics","interest"
"3051","304","Pudsey, April","3661","Egypt","interest"
"3052","304","Pudsey, April","3668","Egypt, Roman","interest"
"3053","304","Pudsey, April","3595","Childhood","interest"
"3054","305","Ramsby, Teresa","3897","Literature, Poetry, Latin","interest"
"3055","305","Ramsby, Teresa","3967","Ovid","interest"
"3056","305","Ramsby, Teresa","3910","Literature, Social Interactions, Roman","interest"
"3057","305","Ramsby, Teresa","4061","Social Interactions, Roman","interest"
"3058","305","Ramsby, Teresa","3974","Pedagogy","interest"
"3059","305","Ramsby, Teresa","3977","Pedagogy, Latin","interest"
"3060","305","Ramsby, Teresa","4102","Training, Teacher, Language, Latin","interest"
"3061","306","Reames, Jeanne","3539","Alexander The Great","interest"
"3062","306","Reames, Jeanne","3912","Macedonia, Argead","interest"
"3063","306","Reames, Jeanne","3799","History, Social","interest"
"3064","306","Reames, Jeanne","3803","History, Social, Greek ","interest"
"3065","306","Reames, Jeanne","3799","History, Social","interest"
"3066","306","Reames, Jeanne","3805","History, Social, Macedonia","interest"
"3067","306","Reames, Jeanne","3838","Iron-Age ANE","interest"
"3068","306","Reames, Jeanne","3597","Christianity","interest"
"3069","306","Reames, Jeanne","3599","Christianity, Early","interest"
"3070","307","Reeves, Barbara","3547","Archaeology","interest"
"3071","307","Reeves, Barbara","3558","Archaeology, Roman","interest"
"3072","307","Reeves, Barbara","3951","Near East","interest"
"3073","307","Reeves, Barbara","3937","Military","interest"
"3074","307","Reeves, Barbara","3579","Bath Houses","interest"
"3075","308","Revell, Louise","4016","Religion","interest"
"3076","308","Revell, Louise","4024","Religion, Roman","interest"
"3077","308","Revell, Louise","4067","Spain, Roman","interest"
"3078","308","Revell, Louise","3841","Italy, Roman","interest"
"3079","308","Revell, Louise","3547","Archaeology","interest"
"3080","308","Revell, Louise","3554","Archaeology, Feminist","interest"
"3081","309","Reynolds, Joyce M.","3679","Epigraphy","interest"
"3082","309","Reynolds, Joyce M.","3681","Epigraphy, Greek","interest"
"3083","309","Reynolds, Joyce M.","3679","Epigraphy","interest"
"3084","309","Reynolds, Joyce M.","3683","Epigraphy, Latin","interest"
"3085","309","Reynolds, Joyce M.","3788","History, Roman","interest"
"3086","309","Reynolds, Joyce M.","3873","Libya","interest"
"3087","310","Rice, Candace","3547","Archaeology","interest"
"3088","310","Rice, Candace","3551","Archaeology, Economy, Roman","interest"
"3089","310","Rice, Candace","3656","Economics","interest"
"3090","310","Rice, Candace","3656","Economics","interest"
"3091","310","Rice, Candace","3657","Economics, Roman","interest"
"3092","310","Rice, Candace","3547","Archaeology","interest"
"3093","310","Rice, Candace","4098","Trade, Roman, Maritime","interest"
"3094","310","Rice, Candace","3547","Archaeology","interest"
"3095","310","Rice, Candace","3559","Archaeology, Roman, Provincial","interest"
"3096","310","Rice, Candace","4106","Villas, Roman","interest"
"3097","311","Richlin, Amy ","3889","Literature, Latin","interest"
"3098","311","Richlin, Amy ","4052","Sexuality","interest"
"3099","311","Richlin, Amy ","4085","Theory","interest"
"3100","311","Richlin, Amy ","4088","Theory, Feminist","interest"
"3101","312","Robinson, Dana","3799","History, Social","interest"
"3102","312","Robinson, Dana","3804","History, Social, Late Antique","interest"
"3103","312","Robinson, Dana","3696","Food","interest"
"3104","312","Robinson, Dana","3597","Christianity","interest"
"3105","312","Robinson, Dana","3599","Christianity, Early","interest"
"3106","312","Robinson, Dana","3969","Papyrology","interest"
"3107","312","Robinson, Dana","3859","Language, Coptic","interest"
"3108","313","Robson, Eleanor","3578","Babylonia","interest"
"3109","313","Robson, Eleanor","3923","Mathematics","interest"
"3110","313","Robson, Eleanor","3643","Digital Humanities","interest"
"3111","314","Rodríguez Mayorgas, Ana","3918","Material Culture","interest"
"3112","314","Rodríguez Mayorgas, Ana","3788","History, Roman","interest"
"3113","314","Rodríguez Mayorgas, Ana","3679","Epigraphy","interest"
"3114","314","Rodríguez Mayorgas, Ana","3683","Epigraphy, Latin","interest"
"3115","314","Rodríguez Mayorgas, Ana","3840","Italy, North","interest"
"3116","315","Rollens, Sarah","3597","Christianity","interest"
"3117","315","Rollens, Sarah","3605","Christianity, Origins","interest"
"3118","315","Rollens, Sarah","4077","Synoptics","interest"
"3119","315","Rollens, Sarah","4107","Violence","interest"
"3120","315","Rollens, Sarah","4060","Social Context, Christianity","interest"
"3121","316","Roncaglia, Carolynn","3788","History, Roman","interest"
"3122","316","Roncaglia, Carolynn","3918","Material Culture","interest"
"3123","316","Roncaglia, Carolynn","3920","Material Culture, Roman","interest"
"3124","316","Roncaglia, Carolynn","3679","Epigraphy","interest"
"3125","316","Roncaglia, Carolynn","3683","Epigraphy, Latin","interest"
"3126","316","Roncaglia, Carolynn","3840","Italy, North","interest"
"3127","317","Rose, Marice","3653","Domestic Decoration","interest"
"3128","317","Rose, Marice","3827","Images Of Women And Slaves In Late Roman Domestic Decoration","interest"
"3129","317","Rose, Marice","4114","Women","interest"
"3130","317","Rose, Marice","4059","Slaves","interest"
"3131","317","Rose, Marice","3694","Female Hairstyles In  Rome","interest"
"3132","317","Rose, Marice","3616","Classical Reception","interest"
"3133","317","Rose, Marice","3974","Pedagogy","interest"
"3134","317","Rose, Marice","3976","Pedagogy, History, Art","interest"
"3135","318","Roselaar, Saskia","3799","History, Social","interest"
"3136","318","Roselaar, Saskia","3807","History, Social, Roman","interest"
"3137","318","Roselaar, Saskia","3743","History, Economic","interest"
"3138","318","Roselaar, Saskia","3743","History, Economic","interest"
"3139","318","Roselaar, Saskia","3746","History, Economic, Roman","interest"
"3140","318","Roselaar, Saskia","3869","Law, Roman","interest"
"3141","318","Roselaar, Saskia","3816","Identity","interest"
"3142","318","Roselaar, Saskia","3825","Identity, Roman World","interest"
"3143","318","Roselaar, Saskia","3830","Integration, Roman World","interest"
"3144","319","Rosenblitt, Alison","4044","Sallust","interest"
"3145","319","Rosenblitt, Alison","3776","History, Political","interest"
"3146","319","Rosenblitt, Alison","3776","History, Political","interest"
"3147","319","Rosenblitt, Alison","3781","History, Political, Republican, Late ","interest"
"3148","319","Rosenblitt, Alison","3725","Historiography","interest"
"3149","319","Rosenblitt, Alison","3729","Historiography, Roman","interest"
"3150","320","Rowan, Clare","3956","Numismatics","interest"
"3151","320","Rowan, Clare","3957","Numismatics, Greek","interest"
"3152","320","Rowan, Clare","3956","Numismatics","interest"
"3153","320","Rowan, Clare","3958","Numismatics, Roman","interest"
"3154","320","Rowan, Clare","3748","History, Empire, Roman","interest"
"3155","321","Roy, Sydnor","3725","Historiography","interest"
"3156","321","Roy, Sydnor","3726","Historiography, Greek","interest"
"3157","321","Roy, Sydnor","3776","History, Political","interest"
"3158","321","Roy, Sydnor","3724","Herodotus","interest"
"3159","322","Rubinstein, Lene","3867","Law, Greek","interest"
"3160","322","Rubinstein, Lene","3573","Athens, Classical","interest"
"3161","323","Russell, Amy","3776","History, Political","interest"
"3162","323","Russell, Amy","4094","Topography","interest"
"3163","323","Russell, Amy","4031","Republic, Roman","interest"
"3164","323","Russell, Amy","3670","Empire","interest"
"3165","323","Russell, Amy","3673","Empire, Roman, Early ","interest"
"3166","324","Sághy, Marianne","3785","History, Religion","interest"
"3167","324","Sághy, Marianne","3786","History, Religion, Roman","interest"
"3168","324","Sághy, Marianne","3738","History, Cultural","interest"
"3169","324","Sághy, Marianne","3738","History, Cultural","interest"
"3170","324","Sághy, Marianne","3741","History, Cultural, Roman","interest"
"3171","324","Sághy, Marianne","3679","Epigraphy","interest"
"3172","324","Sághy, Marianne","3547","Archaeology","interest"
"3173","324","Sághy, Marianne","3549","Archaeology, Catacomb","interest"
"3174","325","Sagstetter, Kelcy","4103","Tyranny","interest"
"3175","325","Sagstetter, Kelcy","3679","Epigraphy","interest"
"3176","325","Sagstetter, Kelcy","3670","Empire","interest"
"3177","325","Sagstetter, Kelcy","3671","Empire, Athenian","interest"
"3178","325","Sagstetter, Kelcy","3547","Archaeology","interest"
"3179","326","Salzman, Michele R.","3788","History, Roman","interest"
"3180","326","Salzman, Michele R.","3753","History, Greek","interest"
"3181","326","Salzman, Michele R.","3865","Late Antiquity","interest"
"3182","326","Salzman, Michele R.","4016","Religion","interest"
"3183","326","Salzman, Michele R.","3799","History, Social","interest"
"3184","326","Salzman, Michele R.","3889","Literature, Latin","interest"
"3185","327","Sancinito, Jane","3790","History, Roman, Imperial","interest"
"3186","327","Sancinito, Jane","3956","Numismatics","interest"
"3187","327","Sancinito, Jane","3958","Numismatics, Roman","interest"
"3188","327","Sancinito, Jane","3933","Merchants","interest"
"3189","327","Sancinito, Jane","3625","Commerce","interest"
"3190","328","Schroeder, Caroline T.","3597","Christianity","interest"
"3191","328","Schroeder, Caroline T.","3603","Christianity, Late Antique ","interest"
"3192","328","Schroeder, Caroline T.","3628","Coptic Studies","interest"
"3193","328","Schroeder, Caroline T.","3643","Digital Humanities","interest"
"3194","328","Schroeder, Caroline T.","3597","Christianity","interest"
"3195","328","Schroeder, Caroline T.","3599","Christianity, Early","interest"
"3196","328","Schroeder, Caroline T.","3865","Late Antiquity","interest"
"3197","328","Schroeder, Caroline T.","3702","Gender","interest"
"3198","328","Schroeder, Caroline T.","4052","Sexuality","interest"
"3199","328","Schroeder, Caroline T.","4114","Women","interest"
"3200","328","Schroeder, Caroline T.","3944","Monasticism","interest"
"3201","328","Schroeder, Caroline T.","3569","Asceticism","interest"
"3202","328","Schroeder, Caroline T.","4085","Theory","interest"
"3203","328","Schroeder, Caroline T.","3918","Material Culture","interest"
"3204","328","Schroeder, Caroline T.","4055","Shenoute","interest"
"3205","328","Schroeder, Caroline T.","3931","Melania(S)","interest"
"3206","329","Schultz, Celia","3788","History, Roman","interest"
"3207","329","Schultz, Celia","4016","Religion","interest"
"3208","329","Schultz, Celia","4024","Religion, Roman","interest"
"3209","330","Schwab, Katherine","3565","Art","interest"
"3210","330","Schwab, Katherine","3567","Art, Greek","interest"
"3211","330","Schwab, Katherine","3565","Art","interest"
"3212","330","Schwab, Katherine","3568","Art, Roman","interest"
"3213","330","Schwab, Katherine","3547","Archaeology","interest"
"3214","330","Schwab, Katherine","3556","Archaeology, Greek","interest"
"3215","330","Schwab, Katherine","3547","Archaeology","interest"
"3216","330","Schwab, Katherine","3558","Archaeology, Roman","interest"
"3217","330","Schwab, Katherine","3971","Parthenon Metopes","interest"
"3218","331","Sessa, Kristina","3791","History, Roman, Late Antique","interest"
"3219","331","Sessa, Kristina","3597","Christianity","interest"
"3220","331","Sessa, Kristina","3600","Christianity, Early, Italy","interest"
"3221","331","Sessa, Kristina","3772","History, Military","interest"
"3222","331","Sessa, Kristina","4016","Religion","interest"
"3223","331","Sessa, Kristina","3634","Cultural Studies","interest"
"3224","331","Sessa, Kristina","3921","Material Decline, 6th Century","interest"
"3225","332","Shaner, Katherine","3953","New Testament","interest"
"3226","332","Shaner, Katherine","3597","Christianity","interest"
"3227","332","Shaner, Katherine","3599","Christianity, Early","interest"
"3228","332","Shaner, Katherine","3547","Archaeology","interest"
"3229","332","Shaner, Katherine","3558","Archaeology, Roman","interest"
"3230","332","Shaner, Katherine","3834","Intersectional Methodologies","interest"
"3232","334","Sheinfeld, Shayna","3846","Judaism","interest"
"3233","334","Sheinfeld, Shayna","3853","Judaism, Second Temple","interest"
"3234","334","Sheinfeld, Shayna","3597","Christianity","interest"
"3235","334","Sheinfeld, Shayna","3599","Christianity, Early","interest"
"3236","334","Sheinfeld, Shayna","3846","Judaism","interest"
"3237","334","Sheinfeld, Shayna","3851","Judaism, Rabbinic","interest"
"3238","335","Shepardson, Tina","3865","Late Antiquity","interest"
"3239","335","Shepardson, Tina","3703","Geography","interest"
"3240","335","Shepardson, Tina","3987","Place","interest"
"3241","335","Shepardson, Tina","3918","Material Culture","interest"
"3242","335","Shepardson, Tina","3597","Christianity","interest"
"3243","335","Shepardson, Tina","3607","Christianity, Syriac","interest"
"3244","335","Shepardson, Tina","3609","Chrysostom","interest"
"3245","335","Shepardson, Tina","3846","Judaism","interest"
"3246","335","Shepardson, Tina","3544","Anti-Judaism","interest"
"3247","335","Shepardson, Tina","3931","Melania(S)","interest"
"3248","336","Sheridan Moss, Jennifer","3661","Egypt","interest"
"3249","336","Sheridan Moss, Jennifer","3668","Egypt, Roman","interest"
"3250","336","Sheridan Moss, Jennifer","3865","Late Antiquity","interest"
"3251","336","Sheridan Moss, Jennifer","4081","Taxation","interest"
"3252","336","Sheridan Moss, Jennifer","3812","History, Women","interest"
"3253","336","Sheridan Moss, Jennifer","3619","Cleopatra Studies","interest"
"3254","337","Shupeck, Lekha","3869","Law, Roman","interest"
"3255","337","Shupeck, Lekha","4041","Rome, Republic","interest"
"3256","337","Shupeck, Lekha","3776","History, Political","interest"
"3257","337","Shupeck, Lekha","3776","History, Political","interest"
"3258","337","Shupeck, Lekha","3782","History, Political, Roman","interest"
"3259","338","Silnović, Nirvana","3547","Archaeology","interest"
"3260","338","Silnović, Nirvana","3558","Archaeology, Roman","interest"
"3261","338","Silnović, Nirvana","3565","Art","interest"
"3262","338","Silnović, Nirvana","3568","Art, Roman","interest"
"3263","338","Silnović, Nirvana","3633","Cults, Mystery","interest"
"3264","338","Silnović, Nirvana","4016","Religion","interest"
"3265","338","Silnović, Nirvana","4024","Religion, Roman","interest"
"3266","339","Skotheim, Mallory","3679","Epigraphy","interest"
"3267","339","Skotheim, Mallory","3681","Epigraphy, Greek","interest"
"3268","339","Skotheim, Mallory","3679","Epigraphy","interest"
"3269","339","Skotheim, Mallory","3682","Epigraphy, Greek, Roman Era","interest"
"3270","339","Skotheim, Mallory","3799","History, Social","interest"
"3271","339","Skotheim, Mallory","3695","Festival Culture","interest"
"3272","339","Skotheim, Mallory","3654","Drama, Greek","interest"
"3273","340","Slootjes, Daniëlle","3706","Government, Late Antique","interest"
"3274","340","Slootjes, Daniëlle","3793","History, Roman, Provincial","interest"
"3275","340","Slootjes, Daniëlle","3679","Epigraphy","interest"
"3276","341","Soto, Irene","3656","Economics","interest"
"3277","341","Soto, Irene","3661","Egypt","interest"
"3278","341","Soto, Irene","3663","Egypt, Graeco-Roman","interest"
"3279","341","Soto, Irene","3591","Ceramics","interest"
"3280","341","Soto, Irene","3547","Archaeology","interest"
"3281","341","Soto, Irene","3956","Numismatics","interest"
"3282","341","Soto, Irene","3756","History, Hellenistic","interest"
"3283","341","Soto, Irene","3788","History, Roman","interest"
"3284","342","Spittler, Janet","3597","Christianity","interest"
"3285","342","Spittler, Janet","3599","Christianity, Early","interest"
"3286","342","Spittler, Janet","3953","New Testament","interest"
"3287","342","Spittler, Janet","3878","Literature, Christian","interest"
"3288","342","Spittler, Janet","3879","Literature, Christian Apocryphal","interest"
"3289","342","Spittler, Janet","3970","Paradoxography","interest"
"3290","342","Spittler, Janet","3939","Miracles","interest"
